__run_id,__done,cpu_governor,load_type,load_level,run_time,TOTAL_MEMORY,TOTAL_SWAP,USED_MEMORY,USED_SWAP,CPU_USAGE_0,CPU_USAGE_1,CPU_USAGE_2,CPU_USAGE_3,CPU_USAGE_4,CPU_USAGE_5,CPU_USAGE_6,CPU_USAGE_7,CPU_USAGE_8,CPU_USAGE_9,CPU_USAGE_10,CPU_USAGE_11,CPU_USAGE_12,CPU_USAGE_13,CPU_USAGE_14,CPU_USAGE_15,CPU_USAGE_16,CPU_USAGE_17,CPU_USAGE_18,CPU_USAGE_19,CPU_USAGE_20,CPU_USAGE_21,CPU_USAGE_22,CPU_USAGE_23,CPU_USAGE_24,CPU_USAGE_25,CPU_USAGE_26,CPU_USAGE_27,CPU_USAGE_28,CPU_USAGE_29,CPU_USAGE_30,CPU_USAGE_31,CPU_FREQUENCY_0,CPU_FREQUENCY_1,CPU_FREQUENCY_2,CPU_FREQUENCY_3,CPU_FREQUENCY_4,CPU_FREQUENCY_5,CPU_FREQUENCY_6,CPU_FREQUENCY_7,CPU_FREQUENCY_8,CPU_FREQUENCY_9,CPU_FREQUENCY_10,CPU_FREQUENCY_11,CPU_FREQUENCY_12,CPU_FREQUENCY_13,CPU_FREQUENCY_14,CPU_FREQUENCY_15,CPU_FREQUENCY_16,CPU_FREQUENCY_17,CPU_FREQUENCY_18,CPU_FREQUENCY_19,CPU_FREQUENCY_20,CPU_FREQUENCY_21,CPU_FREQUENCY_22,CPU_FREQUENCY_23,CPU_FREQUENCY_24,CPU_FREQUENCY_25,CPU_FREQUENCY_26,CPU_FREQUENCY_27,CPU_FREQUENCY_28,CPU_FREQUENCY_29,CPU_FREQUENCY_30,CPU_FREQUENCY_31,DRAM_ENERGY (J),PACKAGE_ENERGY (J),media_service_energy_joules,home_timeline_service_energy_joules,compose_post_service_energy_joules,media_service_cpu_usage_mean,media_service_cpu_usage_p95,media_service_cpu_usage_max,media_service_cpu_usage_samples,media_service_mem_usage_mean,media_service_mem_usage_p95,media_service_mem_usage_max,media_service_mem_usage_samples,home_timeline_service_cpu_usage_mean,home_timeline_service_cpu_usage_p95,home_timeline_service_cpu_usage_max,home_timeline_service_cpu_usage_samples,home_timeline_service_mem_usage_mean,home_timeline_service_mem_usage_p95,home_timeline_service_mem_usage_max,home_timeline_service_mem_usage_samples,compose_post_service_cpu_usage_mean,compose_post_service_cpu_usage_p95,compose_post_service_cpu_usage_max,compose_post_service_cpu_usage_samples,compose_post_service_mem_usage_mean,compose_post_service_mem_usage_p95,compose_post_service_mem_usage_max,compose_post_service_mem_usage_samples,throughput,latency_p50,latency_p90,latency_p95,latency_p99
run_46_repetition_3,DONE,schedutil,media,medium,120.90629935264587,404326326272.0,8589930496.0,12898091989.685951,0.0,24.351289662447844,22.078049691255426,22.767744474174563,22.280785324159734,22.274070771272516,22.016517008631684,22.06952278673156,21.98395852017994,19.175619779539502,19.176630303879413,19.62588753187952,18.939462259781262,18.069228077722975,17.875416495583274,18.015151023864746,18.35739692971726,22.265892147032684,22.081784027667084,22.16976860140966,22.34004469154295,22.30129204111651,22.357697612983134,22.8471523946967,22.294226078947712,18.145735748543228,18.291009508873806,18.926016476528705,18.427910576181965,18.259132006936824,18.086843805864824,18.766094184118852,17.963163178814344,2100.0,798.0,2053.0,800.0,800.0,800.0,800.0,800.0,2100.0,2100.0,1685.0,2099.0,2000.0,800.0,2099.0,1000.0,800.0,800.0,2055.0,800.0,800.0,1561.0,2500.0,800.0,1000.0,2097.0,1000.0,2099.0,2099.0,2500.0,2099.0,2100.0,1839.868896484375,4164.8779296875,5.47,49.07,85.88,0.13996212121212123,0.153,0.1590625,1.03125,60982.24096969697,62717.952,63373.312,1.03125,0.9960321969696969,1.105125,1.146875,1.03125,208331.9932121212,226125.41439999998,230260.736,1.03125,3.150994318181818,3.4313125,3.5278125,1.03125,193362.97503030303,278914.6624,294518.784,1.03125,0.006308649024785033,150.0,220.0,260.0,290.0
run_53_repetition_10,DONE,schedutil,compose_post,high,120.68525671958923,404326326272.0,8589930496.0,12945422826.842976,0.0,38.30544705036258,41.12941518105751,41.27708343631965,40.85088394890147,40.27999318335667,40.94771402532404,40.935089978304774,40.734030108806515,27.25495299031912,19.450170199733137,17.916618543222917,17.32250775680069,16.324708601659978,16.65442686780425,16.940392152337004,16.852549446515802,41.02650175803949,40.40987008465223,41.009986593703594,41.71047693047642,41.46075656985448,42.49967370151488,41.65137522673804,41.43342193099093,15.74755357415223,16.95797237827758,16.433868141213726,16.68634786684651,16.452438721972065,16.158887070072584,17.057054325568775,19.53598470136154,2099.0,2000.0,2500.0,2099.0,1834.0,2102.0,2099.0,2098.0,2100.0,2100.0,2100.0,2499.0,799.0,1502.0,2101.0,2101.0,2097.0,2002.0,2100.0,2100.0,800.0,925.0,1327.0,2100.0,800.0,800.0,800.0,1500.0,800.0,800.0,800.0,2099.0,2243.670654296875,5168.177368164077,8.33,54.15,166.51,0.12956439393939392,0.285375,0.2971875,1.03125,60695.27272727273,63733.76,63733.76,1.03125,1.0623674242424241,2.3232500000000003,2.440625,1.03125,212926.464,248119.296,252280.832,1.03125,3.0989583333333335,6.829249999999999,7.2440625,1.03125,182584.28896969697,293371.904,308609.024,1.03125,0.001955622973084632,280.0,1100.0,1700.0,2600.0
run_5_repetition_10,DONE,performance,home_timeline,high,121.12351059913635,404326326272.0,8589930496.0,13024848677.770493,0.0,3.2882350673441025,3.9478456602721916,4.123571852191549,3.858189365902885,3.9294408432772903,4.086201526102473,4.0707936970914,4.224772338984443,2.2131133548548965,1.1352795113305576,1.0490950761271305,1.1214416457004235,1.0663877422692345,1.100246919960272,5.930972822376939,0.9553670155220344,4.083342801352016,3.8381880160237922,4.086303174495697,3.9477434197410206,3.99231828040764,4.066053463787329,4.228752806538441,4.006201051297735,0.8490193256589232,1.76691607422516,0.8652553318953905,1.6580611638358382,0.7771050387718639,0.9640081573705204,1.7413491699539247,0.8826982896836078,2500.0,2499.0,2499.0,2500.0,2499.0,2499.0,2487.0,3200.0,2499.0,3200.0,3200.0,3200.0,3200.0,3200.0,2499.0,3200.0,3200.0,3200.0,2497.0,3200.0,3200.0,2501.0,2499.0,2499.0,2501.0,2499.0,2495.0,3200.0,3200.0,3200.0,3200.0,2499.0,1070.8721923828125,3278.935791015625,0.0,13.17,0.0,0.0,0.0,0.0,1.0625,58753.024,58753.024,58753.024,1.0625,0.3840073529411765,0.4129375,0.4240625,1.0625,342344.64376470586,368361.472,374865.92,1.0625,0.0,0.0,0.0,1.0625,140935.168,140935.168,140935.168,1.0625,0.012347048016486046,74,93,130.0,170.0
run_8_repetition_9,DONE,performance,compose_post,high,120.59588289260864,404326326272.0,8589930496.0,13011303297.057852,0.0,35.68370395061398,37.87895799274287,38.51440142008884,38.187197622188854,39.175331352170836,38.886322021484375,38.98124621525284,38.87301628648742,25.27731422550422,19.14020682957547,16.063152635393063,15.752492189899948,15.769832442122057,16.90921383061685,15.488816516951095,16.092733001413425,38.58536219793903,38.38872723539999,38.75128504855574,38.8061645917656,39.51431521896488,40.86296486657513,39.17831079624901,39.012178042703425,15.90060890016477,15.549159640615636,16.014336890918162,15.923746884854372,15.923097017382787,15.275358089238159,14.942333816989395,15.348602346152314,2500.0,2499.0,2497.0,2498.0,2500.0,2499.0,2499.0,2499.0,2500.0,2500.0,2500.0,2517.0,2500.0,2500.0,2501.0,2500.0,3200.0,3200.0,2499.0,2499.0,2500.0,2499.0,2470.0,3200.0,2500.0,3200.0,3200.0,3200.0,2500.0,3200.0,3200.0,3200.0,2257.34765625,5250.1553955078125,4.57,47.95,156.33,0.12519886363636365,0.27537500000000004,0.27625,1.03125,59971.39781818182,62717.952,63733.76,1.03125,1.103219696969697,2.2581875,2.393125,1.03125,213236.27054545452,240674.40639999998,260341.76,1.03125,3.1625852272727273,6.4416875,6.9921875,1.03125,187046.6947878788,300325.27359999996,336855.04,1.03125,0.0020658791306393666,290.0,1200.0,1500.0,2300.0
run_46_repetition_14,DONE,schedutil,media,medium,120.77927708625793,404326326272.0,8589930496.0,13148243375.603306,0.0,25.259082439517186,22.98610516225011,23.660931224665365,22.8005174053602,22.530582049661433,22.765466784642747,23.05995345312702,22.654948155742048,19.68539421617492,19.639766109876398,19.199410517353655,18.81021318356853,19.947472556563447,18.345713820339235,18.38024421565789,18.89813662757558,22.8247199413205,22.829183089831645,22.672653529269635,22.76529811039444,23.054479890618442,22.771901910955254,23.185267479951715,22.657027662292986,19.32887343729823,19.28581063609478,18.74882217281121,18.460869560556965,18.48545804299599,18.845525339615246,19.004378626169252,18.514317402169723,1583.0,800.0,2500.0,2100.0,800.0,820.0,2000.0,2100.0,1000.0,2000.0,2100.0,1100.0,2100.0,946.0,1100.0,2500.0,799.0,800.0,800.0,3200.0,800.0,985.0,2500.0,799.0,2099.0,2100.0,1000.0,2100.0,2100.0,800.0,799.0,2000.0,1915.1326293945167,4247.623291015625,7.76,38.33,99.85,0.14397727272727273,0.1551875,0.1628125,1.03125,61452.908606060606,63307.776,63602.688,1.03125,1.0191761363636365,1.1492499999999999,1.1909375,1.03125,213806.23515151514,236971.6224,262406.144,1.03125,3.195028409090909,3.48325,3.6225,1.03125,196441.1810909091,286706.8928,310771.712,1.03125,0.006534038458311283,140.0,210.0,250.0,280.0
run_36_repetition_5,DONE,conservative,media,low,120.73583030700684,404326326272.0,8589930496.0,13409426575.86777,0.0,39.55259923698488,38.01645091742523,37.80280512029474,38.87364744548955,38.469917825430876,38.22047663129066,38.32751540901247,38.13326086091601,28.300758866239185,27.453229131777423,27.303519044040648,27.925078691529833,27.058786526199214,27.79041524366899,26.713200017440418,26.874948501586914,38.60869459278327,38.007939744586785,38.018064349150855,38.24633080900208,38.024922835925395,38.54522690497154,39.55353770768347,38.999356545692635,27.069136454054146,27.359783133199393,27.121846037462724,27.934386178481677,27.170234195457017,27.879673477046747,27.78174026741469,27.515423798364058,2100.0,800.0,799.0,799.0,799.0,800.0,900.0,799.0,800.0,799.0,799.0,2099.0,800.0,800.0,811.0,800.0,2300.0,800.0,800.0,800.0,799.0,800.0,800.0,1907.0,800.0,800.0,800.0,2900.0,800.0,800.0,900.0,800.0,1785.1654663085792,4075.6761474609375,9.18,67.38,147.61,0.23279296875,0.285421875,0.291875,1.0,60877.824,62586.88,62717.952,1.0,2.054814453125,2.347546875,2.378125,1.0,215268.35199999998,238129.9712,254705.664,1.0,4.9050390625,5.959375,6.0346875,1.0,178400.256,210434.4576,223215.616,1.0,0.07626477081475112,13,19,20,26
run_50_repetition_3,DONE,schedutil,home_timeline,high,121.07532000541687,404326326272.0,8589930496.0,13646172361.442623,0.0,10.625123414836946,10.533884705090133,10.495099349100082,10.864882992916419,10.4424039144985,10.47655336583247,10.606727435940602,10.610872299944768,3.999618054413405,3.3840859962291403,6.57271733147199,3.9585468456393382,3.07611356700053,3.471008542131205,3.468357614806441,3.1709824595295015,10.692112680341376,10.702887949396352,10.44768844276178,10.45309724182379,10.340979239979728,10.524490383804821,11.645784409319768,10.730766687236848,3.3516383732928605,2.768210313359245,2.9673433284290502,3.301824022511967,4.1992458505708665,2.8072348764685335,6.2246742170365135,2.955755840559475,2100.0,2500.0,2100.0,2100.0,2099.0,1999.0,2500.0,2099.0,800.0,2000.0,800.0,2100.0,2099.0,2499.0,2099.0,799.0,2099.0,2501.0,1000.0,800.0,800.0,1500.0,2500.0,1000.0,800.0,2097.0,2000.0,800.0,2102.0,1000.0,2092.0,799.0,391.8883056640334,2587.45703125,0.0,35.85,0.01,1.893939393939394e-05,0.00012499999999999957,0.0003125,1.03125,58753.024,58753.024,58753.024,1.03125,1.385160984848485,1.5020625,1.5496875,1.03125,400448.79127272725,444071.936,448266.24,1.03125,0.0,0.0,0.0,1.03125,137723.904,137723.904,137723.904,1.03125,0.01279120504521198,72,91,130.0,160.0
run_36_repetition_3,DONE,conservative,media,low,120.70349979400635,404326326272.0,8589930496.0,13685757258.049587,0.0,38.87219356505339,39.086582814366366,39.02832605030911,39.445832220976015,39.10376586204718,38.847602489566015,38.85975664312189,39.07950564455395,28.30886339550176,27.479411148827925,26.670461335458047,26.61631198756951,26.849707221196702,27.04074428889377,27.79204145541861,26.89243311921427,39.280373892508265,38.881695475460084,38.86112247813832,39.45987415313721,38.953909377421226,39.17427618740019,40.00915569608862,39.303000130929235,26.91656131980833,27.119169357394384,27.03009278321069,26.901869848740002,26.779513098976828,26.971114840389284,26.925085970192903,26.938086970778535,1100.0,800.0,800.0,800.0,799.0,2500.0,800.0,799.0,2099.0,800.0,900.0,800.0,800.0,799.0,799.0,800.0,800.0,800.0,800.0,800.0,800.0,800.0,800.0,800.0,800.0,799.0,800.0,800.0,800.0,800.0,1300.0,800.0,1823.0318603515625,4138.265441894531,6.2,65.89,153.74,0.225029296875,0.2761875,0.2840625,1.0,60905.472,62573.7728,62717.952,1.0,2.012197265625,2.28875,2.3153125,1.0,224995.328,242666.7008,243073.024,1.0,4.777451171875,5.895921875,5.946875,1.0,178852.864,231093.0432,237568.0,1.0,0.07665299813293913,12,19,21,25
run_46_repetition_4,DONE,schedutil,media,medium,120.82586145401001,404326326272.0,8589930496.0,13844424247.008265,0.0,23.42921761441822,23.754032678840574,23.680432201417023,23.162778413000186,23.229088286722988,23.100725709899397,24.116598089864432,23.362225193622685,20.747933119781745,19.802358469687217,18.558116313839747,19.380295264819438,18.74089202407963,18.66278993590804,18.667683443747276,19.02846871525788,22.989250206750288,23.56663572295638,23.705815386181037,23.209585812466205,23.31975837581414,23.31899384427662,23.517249856113402,23.530714239955934,19.023979131840477,19.441649208384113,18.708850001500657,18.62206430671629,19.22318989777368,18.532784469856704,19.76473513516513,18.746063098434576,2099.0,999.0,2500.0,1111.0,800.0,1789.0,800.0,2099.0,2500.0,2099.0,1000.0,2099.0,1224.0,2099.0,799.0,2099.0,2096.0,999.0,2499.0,2100.0,799.0,1406.0,800.0,800.0,2473.0,2091.0,2102.0,2100.0,1243.0,800.0,1349.0,2031.0,1936.1360473632812,4269.896728515596,5.7,56.6,124.39,0.14240530303030302,0.15912500000000002,0.1603125,1.03125,61011.037090909085,62717.952,62717.952,1.03125,1.0980492424242423,1.2238125,1.275,1.03125,231045.18206060608,259817.47199999998,287866.88,1.03125,3.227424242424242,3.5765625,3.641875,1.03125,201533.1296969697,305790.97599999997,310018.048,1.03125,0.006574477252549821,140.0,210.0,250.0,280.0
run_42_repetition_1,DONE,conservative,compose_post,low,120.72011041641235,404326326272.0,8589930496.0,14105848061.884298,0.0,45.707666341923485,46.680105504910806,46.60292034306802,47.406191289917494,46.840904614156926,46.947742706487986,47.00078755370841,47.56876336247468,34.24552873343475,28.573756363766254,26.296237250990117,23.885048962821646,23.190787360687885,24.092665365904814,22.811953418511006,23.22600767336601,46.99923106264477,46.97034722320304,46.736514390992724,46.64770192548263,46.83380164784833,47.523912177598184,47.561194092774194,47.32323868018536,24.57180019942197,23.10140154578469,22.730796287867648,22.67171513344631,23.09800257416796,23.45646340393823,22.65977648467072,22.34250684119453,2100.0,1945.0,800.0,1071.0,1053.0,877.0,800.0,800.0,800.0,800.0,2100.0,800.0,800.0,1080.0,800.0,800.0,2800.0,800.0,809.0,2800.0,800.0,800.0,800.0,800.0,800.0,800.0,2100.0,800.0,800.0,800.0,800.0,800.0,1837.4935302734375,4952.457275390596,6.5,93.97,200.18,0.16354166666666667,0.4065,0.4275,1.03125,60466.889696969694,63071.846399999995,63602.688,1.03125,1.5698011363636364,3.8725,3.9475,1.03125,230447.41430303032,262248.8576,270204.928,1.03125,3.946183712121212,9.498375,9.67125,1.03125,186245.36824242424,249318.6048,272760.832,1.03125,0.030628494755467334,32,45,52,53
